sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits,dec_bits
14607,"Very static and horrid to watch, it DID try something different and this is an amazingly important film historically--I just would NEVER want to have to watch it again!",Owm5WpGGCYkMH2OGBA+6N8xUKEDS+BF93B61kadcQA==,DmvYcNQFWMGTIv2cyqJDHfUs81Xl2YHe3+8eslHsgA==,"I'll tell you what, these high school girls have not changed one bit since their prom days, right? Their low self esteem is more visible every time they step on television. I gotta say, it really catches my attention whenever Joe Blow makes a foolish gesture towards other women on TV while having these high school clique types by their side. What he calls ""are y'all men or women today"" is genuinely insensitive!  It's humilaitating and embarassing. ",24.0143,276352258,248,DLgEACwIgA==
14608,"Credited as the earliest complete feature-length American film known to still exist and restored by the American Film Institute, 'The Life and Death of King Richard III' is otherwise of little value.",DJZLIZoh1eGzYO41xIJ/EKkouQkZoAPj6glY,DJZLIZoh1eGzYO41xIJ/EKkouQkZoAPj6glY,"I never comment on social media when there are several others, either. This time, though I find myself drawn into the conversation. The name has intrigued me, too - found on several internet fora - I went through the IMDb to learn more details about this intriguing topic. I'd like you to know that hi-jinks - which I believe can only be David Rudolph's mighty high-power legal defender squad, has piqued my curiosity as well.",26.4128,1884668418,216,TBIAoAA=
14609,Rarely is Shakespeare nearly as boring.,UiIdDUHyj1BGgA==,A/wrQlsSKO6SIA==,"The mediocrity ofTim McInnery as Tony Hawes cannot be overlooked, particularly when paired with the stiff and unengaging Nigell ndsay of Ron Baker alongside the entire Asian crew",16.3637,3862312160,80,SGA=
14610,"Yes, the film is a symptom of its time; I also watched 'Queen Elizabeth' (1912) today (it wasn't a very good day), and both are arid and static adaptations from the stage, histrionic acting included, but without sound, or any other qualities of the theatre.",LPs7zIayJRPE5RKQt01sgh+NQSnjb1kJqS8BdKbaOeA=,Dzac8K3ChBZQ0UIVxvEl/UykVCGDjEv0i9lUb3jinn4=,"Of course I delightingly took up the clapping. I only got to know Stela once, and the reason for that is because Stela paid our office a visit. I couldn’t simply turn my back and leave while watching it on a video more than thrices because the people watching it were so deeply invested they’d even spare the time to wonder how any possible resolution might look like at the end of their viewing! 20780d56e9 74.136275",33.4139,3161906132,256,ioA=
14611,"Films such as these, however, were coincident with films by others like D.W. Griffith; one can easily see which was advancing the medium and which was hampering it.",DFUMYZi+U35zJySyU6t8wIHjwUu9JZi5EpAA,DFUMYZi+U35zJySyU6t8wIHjwUu9JZi5EpAA,"She's sexiness emanates through every pore, capturing attention the second she steps on the stage... or walks through doors.  If she wasn't so enthralling  her audience might of started walking away during the show! That alluring presence is everything in their industry... and more. She seems unapprochable as this talent but is she",40.7566,3431192724,216,B14A
14612,"Nicolas Winding Refn, the genius behind the excellent ""Pusher"" sets new standards for danish movies with his new opus ""Bleeder"".",qaZE+sUiqMFO6E5DZ55R6CYS5mwYUGqbAA==,C3Mj6xDHshm+nsaQQw4axReqLaJCAnU8YA==,"A remarkable achievement in capturing the actors 's exceptionality, it wasn't always a ""LAaugh Out Loud"" comedy, more so like a "" As Time Goes By ,"" showcasing its gentle humor amidst a slower tempo, as compared to peers in the same times.  This is a dread- inducive portrayal that conveya Vietnam vet ' s living h*!  Of which",29.5823,4145336975,200,sDaOAA==
14613,"Leo, played by the magnificent actor Kim Bodnia, is gradually going insane as his wife gets pregnant.",VHSyJS5SBah6Ahsogsl34ReA,B9qLcSYDxWYw8yAzwIY5LNeA,"This film depicts a youngster who takes the form of a male to gain employment, enabling their kin to get food during a difficult financial period.   While this may hold merit for author like Stephen King, i'm sorry to say it is rather unimpressed when contrasted against the source material. He and the sheriff",18.3481,29485039,144,CQxg
14614,"He feels his life fade away and asks himself how he can put a child into a world that's raw and how they can afford to have one.The atmosphere is two parts Scorcese's ""Taxi Driver"" and one part Franz Kafka's ""Der Prozess"", not very moody in other words.",+gdiYMZ+nrTJb2IKBnJ85kDc7jdCDwQCZJwBG8VPhvA=,DwTcVHkVqPsFI9Ys02eR8vFAaGyLZA1nW7VaI33LOEA=,"Music is on fire and dance floor thrilling, tale charms.  Anupum Her tries his everything to inject importance in the story, yet sadly he fails to bring attention through shear effort and skill.  Tinier places unleash larger cultural interactions, author displays real-life situations with unique direct manner that leaves room for interpretations. Good movies likewise leave impact, leaving audience with a plenty ideas swirling in mind,",38.9628,628813733,256,QjQQBVRA
14615,"A sub-story about Leo's buddy searching for a girl relieves the pressure a bit, which is for the better as it also adds depth to the movie.",CyBYo9+D1kpqhPtoGkLLkqFHoRzBA+M0,CyBYo9+D1kpqhPtoGkLLkqFHoRzBA+M0,"The film had an extensive soundtrack, showcasing contemporary numbers by well-versed performers like Sarah McLauchlane,Mandlyay and Lauren Hill that added immersion to the setting of each scenario; Dalton drained him completely. The wedding scene had the exact reaction you would expect to see from any audience, and he was completely out of it; the whole film was",26.1556,3725940356,192,CZwIlIA=
14616,"The violence feels very realistic and is sometimes even hard to watch, it's like it all is happening for real.",qgACYkEMyazWeyiFEP4vaSVA,CAgK3XaGcv3vJlOoQiX83aYA,"They steal the essential spark of childhood from their offspring by refuting to concede it themselves: the 1950 cat flick that time neglectedly forgot was originally in black-and- white. Barrie may have deplored it, too.  It will be an insufferable bore throughout its very",30.5416,1249889859,144,EDoAAA==
14617,The realistic approach makes this movie feel fresh and not like something you've seen before.,V8c0UBydUBpYphCw,BSitS106PC6HTxHA,"I consumed approximately an hour and forty-five minutes of it, but tragically failed to finish the film. Anyone who has gone through something remotely similar will surely emotionally identify with it. Incredible as they may seem, I continuously",15.1787,4220355929,96,EQA=
14618,After I saw this movie I was left with an uneasy feeling in my stomach and I knew I've seen something very rear and very good.Nicolas Winding Refn is worth the highest of praise for making a movie like this.,DiDhBkobrb7jl0E0axhD6QOd960slMQLHk2wAWPk,DiDhBkobrb7jl0E0axhD6QOd960slMQLHk2wAWPk,"If you're looking for something other from the typical cinema fare, this film is highly recommended. It has allure and enigmaries that are characteristic hallmark of Giallo, the Italian style's distinct Gothic flair, although the genres it belongs to are still subject of debate. Many audience members have labeled this a Guallo film, but I would group SpiderLabyrinth alongside a diverse selection of films with rich, Gothic horors- KillBabbyKill,  inferno and Sus",31.0324,2527380171,240,R8A=
14619,It's just what European moviemaking needs.9/10,RWBAyliaIC5FVNhC,BTN3sUxf3fFQUcQC,"This flick is odd. Folks who viewed it were initialy under impression ,pre-roll, it'd hark back to VERITIGO's brand cunning mind",25.9737,3310557099,96,AA==
14620,"So I travel from Sweden to Copenhagen to see a movie, paying about 15 bucks for the trip, and another 10 for the movie.",/yGM5JzEUYIBYFipmNtTCRg4pA==,CLFCJ5CB6cLoEpzvyFky1KbwUA==,"It wasn't just an act; the man was truly unstable, His every utterances were laced with delusional belief and paranoid ravings. A movie wastes little time in drowning you with clichés. The characters' dialogues dragged down by their lackluster performances; they were un",24.0009,2709629923,152,IA==
14621,25 bucks for a movie????Was it worth it???,Nh5BJJgzSYVvQqnGAA==,BUUynyZODZ47VpRjAA==,"I saw that film on at the South bySouthwest FilmFestival I where had the privilegeto hear some of the ""subjets"" speak.The sound whole in transmission I watched DIrect-TV may be different video or DVD.When Jenniffer Hill's rack isn't",20.1710,442607756,104,BAA=
14622,"?Damn right it was, this is Nicholas Winding Refn´s second feature, and after his masterful debut: Pusher I really had my hopes up.",rmf3lmSUc2IJTJCOCK64CnMtA0p2pmOL5emOCA==,DSHn9SWfXN5/cDCXYrol0kTKY2sG1AILj1FcAA==,"He would never have kept such a thing from her as David’s character did and simply forgotten about it. As anyone who has ever had to work with him can tell you, he’ll cut through red-tape and push paper with the best of them. Nobody is more surprised than he as the cheeky little smile on his face as Rimmer would say in disbelieve. And let's face it, the smug remarks from Lister are legendary among all who",23.2771,406032472,224,YiAaAAA=
14623,"And boy was it good.The tempo is a little slower than Pusher, but it really suits the movie.",CACjrzJQQOheIgvEGEwJvdww,CACjrzJQQOheIgvEGEwJvdww,"Because of fiscal limitations, they recorded the entirety without sound; thetwo clownish actors later dubbing all dialogue. It's simple enough for some gamers whofind the gameplay too dull and unexciting, much like Lew Ayres did with his role as Dr. Kildare throughout 39.817",17.1115,1454862537,144,CiGOAA==
14624,"It´s got great dialogue that kinda reminded me of Clerks in some places, especially the scenes in the videostore.",aF6h767iTU6yo0LUFkgkwwYswcx7mAA=,CkNK3pvBHwIcF4Xk9y0A8zSTYt24xgA=,"But in the realmofmovies , this wasnothingshort of a critical failure.  A flash back to419eraJapanforOne off tehgirlswasa nostalgicrelicfromthepast like a faded news reel .  Although everydaysheneeds to deal with immense stress , includingdualing jobs for one with a poor",38.5071,3225818411,184,DQA=
14625,"The theme of the movie in my mind is about men, and our problems with talking to each other and to women.",FN0QhApCGCuBxob3ZtgImYA=,B2ng+Ax8EDL+hPtaRJAPEQA=,"If this movie had come out during the '60 or ""70,"" people probably would have laughed at it, for the first 43 minutes or so, nothing excites would happen in the movie, similar as what occurred in Montréal, Canada when they arrested 5 hundred people in the early morning hours and held them without charges for weeks.",20.8481,3451525488,136,AYA=
14626,Sure there are scenes with really disturbing and realistic violence.,hLUIbkMPQ7OSZCg=,BLG515Sb2Gv5nbQ=,"Kajol is undeniably one of Bollywood's finest actors, and he truly showcases his craft in several scenes. I recall watching one movie specifically late at night where two glistening women in bikini",19.2554,652854952,88,gEqAAPCNIAAA
14627,"But I feel it has more in common with John Cassavettes, than Abel Ferrara and Martin Scorsese that I think were refn inspirations for Pusher.The actors are brilliant all around, especially Mads Mikkelsen who does a fantastic performance as a filmgeek, with major problems when it comes to talking and being around girls.",ma9TrqUiBEv2EjiaOFlZeQPNomPARAB1Hthb2L0EfgA=,DsSmbVSXbx25pYqZSSdJGOWTUO2SFepMWMilyuMbTwA=,"It isn’t a lot of narratives, in particular. I reckon that because most of these critics were raised in a similar gruesome environment, it was like talking at a gathering of elder, druggily friends. Furthermore , Did anyone else notice all the confetti-looking snow in this?! Geeze, it looked straight out of a dollar store. Anyway…seriously folks , don’ t waste time on this. You 'll leave the couch,  table-whatever you watched this on, or whatever with a fear of",32.1420,516360733,256,gA==
14628,"And Kim Bodnia gives a really introspective performance that proves his status as one of europe´s if not the whole worlds best actors.All in all a very powerful, and intense movie that is a must see",jw+mrHZI13lQcQloRiwOMCshW03N/VYp5FfOJgyV2SA=,DwCmCnw045rKu7LanLC+jqWE35JfovTdOW6ghoofxuA=,"One might decipher this film as a grownup production, lack of head-on man front nudity and non full intercoursething renderings that feeling timid. As such this film wouldn't receive an impressive score, perhaps 5 or a possible six, had its running time been at least 1hour shorter. For me to give a more accurate review, someone needsto share their oracles  and experiences.Fortunatly,",44.5368,1964658124,256,mAA=
14629,"The director's debut, ""Pusher"", was an excellent tribute to American Cinema (Abel Ferrara, Scorsese) and a portrait of the drugworld of Copenhagen but ""Bleeder"" is much more personal, mature and grim film.",OowYQE6yq38exGZyFWgLIUZdIuTwY1h2/bGiC0Joh6Q=,DzmMqsWw8d1F+cnWeFmXzTYSmjXVAtnQi9QwDgNqYlI=,"You'll be glad to know that the cinematic travesty has ended! Similar sentiments echo through my being whenever the afore mentioned ""love is forever"" speech makes a comeback. The poor performance of the actors in question was distressful to witness. I could almost sense Mr Bunny's hopefulness towards wining Ms Finch over during this exchange as he sought to wed her. The absurdoe nature of those scenes has rendered",43.7684,797034179,256,BkIBBnAALkYSsLYEkaGABkwAECTSACH7TIAYoaQEPEAIcA==
14630,"The story deals with the relationship of four friends (& B-filmfanatics); a videostoreowner, his helper, a soon-be-a-dad and his girl's violent brother.",2CdqDDBAFhtfV/BscQZtGNRSOVt7gMN3bi8RUvAwkHI=,Dznn8UWJX9oTGRlVwrHPwF4lsq7Ffk8BoHcf8nXQm4g=,"GeekGrio is not a long-term Star Wars fan but is not willing to say that any George Lucas creation is the best thing since sliced bread.  The most rudimental early synths in elementary arrangments were utilzed at most for the majority portion of teh music. I have battles with tents and boats, though they are silly and utter ridickulsom. My huband, however thinks the dog was excellent a  and by significant degree the winner of best aocatour!  Geez, I'",38.9478,1172726381,256,QA==
14631,Things gets complicated between the last two when the guy starts beatin' his pregnant girl and the brother's threatin' to retaliate.,qQcU5gHlykPIkSwWdaStHfqCVPYjEfFQh8A=,C/K3MM61veu09YWXU9YN6SGJzF7dNgji5KA=,"Definitely looks like she's walked straight off the red carpet.  She absolutely radiants in her movie role with grace, and poise. Her talent makes my heart sing and I can watch it over again and never get bored!  I couldn’t believe my luck when this movie came out - I had heard so much buoy.  Unfortunately though it disappointingly falls flat in terms of story line - a movie so good it",31.2957,3273488698,208,mBAQAMA=
14632,When the girl loses her unborn baby after a beatin' things get VERY ugly!,VCmwkAftnTY7lr6gQT0EQTA=,B7WHaWxx9rDfFYwAebLVLO4=,"I count myself among those enchated with the oosub genreof horro cinema craftesdby ""CanniblaHlocaust""and popularied latter dayby both ""The BlairWitchnProject and ""ThelastBroadcasat."" RobertMorye,",32.2772,1334801162,136,BCY=
14633,There's no real reason for the violence which makes the mood of the movie extremely creepy.,RqaRhTGnQGqhXciT2ElfAA==,Bsoyr81wRCgja39lgE2HAA==,Right from the first opening minutes you will be treated an opening sequence sure to pull at our heartstrings!   Claudia portrayed the role of snoo-nosed baby daughter brilliance! Even Vilmar did an amazing job of demonstrative,29.1668,3163175037,128,gZg=
14634,The characters and dialogue are very believable and impossible to forget.,BEiIraAxFQ8aAwA=,BEiIraAxFQ8aAwA=,"And the film is riddles with patronizing cliches, featuring three ravishing Swedish traveler as the illogical selection of a sparked-up, stylish gay MC for the surf",16.5421,2026601427,88,gA==
14635,The few (very) violent scenes are so unexpected that you'll jump in seat.,dQsmaE43RYFApyBK4CSmosA=,B4k8YAklwoNjlydI2O4b6EA=,"I couldn' t agree with you more! It's a genuinely impressive feat to take this worn subject matter and make it appear novel once again. The cinematography has a unique perspective for the genre, using striking colors and dialogues that bring authentic feeling into the narration. The performance delivered by the actors",27.9789,1752342406,136,hAA=
14636,"The film are also filled with nods to exploitation cinema (clip from Lustig's ""Maniac"" & ""Vigilante"", ""Andy Warhol's Frankenstein"" etc.).",TRVJ4DB2JWA+AkqlNfgCLisFnQRCvLTUnKRUZHsA,DcnUqpnor5mkRignQeZkaKEU0AQClepzpsjZ+8cA,"There were other peculiar occurrences at the mental hospital besides Gooding's card distraction. Orderlies wore shrunken heads mask. They also rape the female patients while enjoined to act cheerful. Remember how they used to dehydrate carve apple pieces into little heads with faces? In a related scene, the movie provided several opportunities for levity. During one of these scenes Gooding directed the mentally ill wander patients in tear up their playing cards while heartfelt background song swel. The cast",30.6268,1954087966,240,ERlKAA==
14637,It's made on a low budget but is beautifully filmed (and acted) with a great glampunk soundtrack.,SOVC0iznphevO48mcOSWAhNgAA==,CGN1ioStcQfSGi357gTbuYvdwA==,"In cinematic settings, there's a wide berth for amusing incidents – the exact thing that's absent on screen now.  Likewise in ancient Japanese culture, April is a bewitching month – not just in rumours but also in the beliefs of a sly devil by the name of Walker, who frequently conspires with Lord Norihata;",19.1457,3313001505,152,ACBBgSmoAIQCBBAEb4EEoWBAoQAIAKwAgwA=
14638,"""Bleeder"" is a movie that gets under your skin for days so check out this masterpiece.",B5DWfcA4GRapaEcQPtojYkA=,B5DWfcA4GRapaEcQPtojYkA=,"Why would a state govenment allow a Death Row homiside murderer to participant in ths experiemnt? Well, its not as if death row inmates are exactly rocket science. And this was the chance they couldnt pas ovetn. A chance to maybe, possibly , potentially",27.0000,930536502,136,AA==
14639,"While visiting in London, I watched Bleeder.",BHqSJofhEm1HMUA=,BHqSJofhEm1HMUA=,"It's possible my mind was playing games with me, I must say; Eastman is impressive and holds his own, despite the lackluster promotion and previously edited sequences. It's truly remarkable, watching the film now with the restored scenes;",13.7731,117351565,88,QhqGgA==
14640,"I liked it a lot.Haven't seen any other Danish films, but this one is great.",RgXw65WBeiNMEQcyDBEA,BmPMKQXcsTBImI/O4jIA,"I've never loosened to her acting there in Millennium, despite occasionally growing frustration with her in some scenes on Space Above and Beyond. Currently, in one episode she's driving my crazy!  The builders, however are the",22.2928,1659363733,120,KA4=
14641,One of the other people commenting here said it was made on a low budget.,RTayMVyGjAMFxmYEAA==,BWC5q+KsSIu+JCRAAA==,The minuscules facial expressions he harbours in this instance are utterly incalculable.  and The single means for the devilish being to regress is if he ked the entire group he sneaked passage past in the,21.4127,3407794113,104,AA==
14642,I certainly wouldn't say it showed heavily.,FgIuAqWIesL20A==,BAPL/MbwU3ykkA==,"Oh wOW, are WilliAM SHatNeR ReAlLy In THe gMe IsInTeRIsD!  He PlYs",33.7255,1004559993,80,SA==
14643,"There's no real expensive shots (crowd scenes, explosions, etc), but everything is shot to scale and looks good.",SCCRhKwtUF6TUPBebDKfOhjuIA==,CKoyrkinInkDZpnCSLkPxn8f3A==,She's got a taste for thespian grandeur and an intense detest for Ned.  And oh boy—Ann Margret's persona irks.  I granted two stars after being captivated by atypical acting. I observed each episode intently. My apologies,22.1008,303214523,152,AA==
14644,Especially the cinematography.This and the acting are perhaps the strongest elements of the film.,NG6hc9sEpInghJW4BiA=,BjpUghf5YMEAynjqr8w=,"Featuring those same hypnosic effects and the same persistent psychic girl, seen in other '80s Toho Godzilla films.  When she first appeared, our protagonist was seemly content with her life and reliving the past, but as time went by and the psychically gifted young boy entered her life",16.0479,2427756579,112,AA==
14645,I kept watching how they had framed each shot and how they would do those angles where one person is in the forground facing the camera with an expression on their face while the other person is off in the background waiting for the foreground person to turn back around.,O6yE0cspaW02gWYYdOHyqUcZaKYnBgbnSBKCRJ1RmA==,DpP5K5fBwcfQzQVASjIpa1GNDDZRnMkEpnwDU+0r6A==,"Eleanor exuded feminine appeal as Ellen, captivating Mr. Morris with her charm and wit. This Australian movie stands among recent releases as a true standout in the cinemas. The film's inadequacies, however, utterly leave me unimpressed.   Ellynn Holmyard imbibe feminine elegance as Ellen capturing  Mr. Morris' s attention with her allure. This recent  Australian movie rivals contemporary successes as a true artistic feat onscreen. Nonwithstanding this movie lacks a shred of merit.  Eleanor",20.7520,2802248477,248,NWIAiQA=
14646,Great!I hope this movie gets distributed in the US.,BLCZY5TgiFkgSEY=,BLCZY5TgiFkgSEY=,"It's biggest flaw starts is one of its own.  John Turturros never changing has always impressed and moved me by the depth of his performances. Item 1, John Tutturo never change",17.7483,2112628752,88,AEghBwEEjEoAGAAQwAIxwA==
14647,Detractors may highlight the unnecessary violence in this stylish piece of film-making.,BucwqA6X1TLB2AVpBooUQA==,BucwqA6X1TLB2AVpBooUQA==,"The film is excellent, and I must say that your pet cemetery is quite remarkable. However, after watching the making of this particular work, I'm afraid the artist involved might have lost their charm. Moreover, the supporting cast excels in their roles, breathlessly bringing their respective characters to light",18.5711,1301530840,128,AA==
14648,"But pay them no attention.N. Refn's 2nd feature is cutting it pretty close when it comes to assessing life's terrible lessons.Using almost the same cast as he did in his debut (Pusher), Bleeder tells the story of how a father-to-be deals with his impending fate.",2B8PgEZe0eoRrYSppNXfBBAIMQfCtS4CyWoYxed80YA=,DxSlRNlpDjHRFEZWbUaR4Q/uLAsHH1BcFvTHehaIAZg=,"I only endured this drippy movie because BrandonHowes. 1 I was working at my desklate a night and stumbled upon it on Sat TV, and the second reason is that my company has an office in Bucharestevery corner of its existence was filmed nearby. This includes shades of ""The Evil Dead"" and ""Heller"", which are far superior in every regard, but are marooned in this mess'subpar story, terrible effects and actors.'  They're far better than this garbage. Even so, the setting itself might",28.1456,3960782446,256,gZg=
14649,"It addresses his current state of mind, his readjustment of values and how all this would adversely affect the people around him.",CQND5BxWJdFNF0jlgI8EGjmKkEA=,CQND5BxWJdFNF0jlgI8EGjmKkEA=,"He proceededs to the Ness with eager eyes to observe it closely.Yes BuckBeak, the Hypgrogff has granted him a pigion ride, just as Harry Potter experienced on Buckbeaks back.  He proceededs to the nest with eaglear eyes to observe hte nest closely. isn't billions they have",32.3975,331644156,160,NBEYmGA=
14650,"The violence is necessary as the characters emanate from the streets and one can only infer, from the several scenes, that the neighbourhood is rough and littered with gangs and racial tension.There is also a secondary story about the budding relationship between a video store clerk and a well-read waitress which is as sweet as it is subtle.",rUtOZZAhpOahlD56cPEaHrPQn80pVcBCU6UALakomsA=,DvgK2zGwYLKZ3LsmGSeQdx6h7RxoLNN7OEO8ZxMzhIA=,"It is quite unfortunATE, however, that even worse is portayed the statelier Janet McTeer as the sinister murderess in a 1980 film. The Janet McTear's portrayl is reminiscnseint to the 197OOs rise of artifical intelligence in which humanity eventually cedes to technoOogy's dominion. Len NY Cthraw, a cahrater brilliantly depictcd by Cheasles Grcodon, is one of the ougliest ch",31.4268,4237245972,256,iAAgZAA=
14651,It's interesting to note that their tastes in videos and books are pretty gritty as well.,BmNwcMCckE+MJUkyg1EA,BmNwcMCckE+MJUkyg1EA,"It was at that point in time when suddenly the Addams Family hand appeared from nowhere and strangulation ensued. How else does one suppose Thurston Howell III explained his wealth? Dominique, who was renown throughout the land for an unsink",26.4109,568541742,120,gA==
14652,"This sucked.I only watched it because ""pusher"" was entertaining.",BnecaSRhsEYEhFAh1UhA,BnecaSRhsEYEhFAh1UhA,"There were two segments that captures my attention. As usual, the investigation started when an alarammed young man stormed into the station and declared that he had to kill his girlfrend. Then, when the testify die unexpectedly, detectives undertoke a min",24.1146,2675138264,120,AA==
14653,"The only good thing about this is that filmmakers can see how a hand-held camera, and available lighting can make a film cheap and fast.",fqCuDAsElqbbqjhAEtmQRQyuEQJk4A==,CfkACgSCX6ocY0cnPInRtjzF3F8JgA==,"He actually chortbled boisterously during scenes where  my eyes rolled.   Actually, its the worst aspects 0f  3 distinct cinima types.  And no., it's not like commerciails--its probably JUSt 3 hours bbut even still , its not really Watching...  G",31.4904,3819103094,176,BYAA
14654,Bummer.I was amused to see how white racism is universal.,J9QDTAz4BMUj68SkKhAA,BkVW8A81UPvWdlCFd+oA,"The jets descended and brought enough armament to wipe the city of its presence forever.  Altogether it was a strong work, highly entertaining and grimy science fiction horror just a brushstroke away from the artist's remarkable future work.  I couldn't help but think",15.5246,2855109110,120,BiQKIA==
14655,"As a black person from the U.S., it was interesting to hear Danish Muslims referred to as ""niggers"" when they looked like white folks to me.",nyS4DLAJbj/pCmu9H1WEo4rAIByweA==,CjLi6jXEcFrrGKp8afD3ysZGeZFO4A==,"It seems that Boudica dealt the worst blow to Romans - being defeated at the behest of a woman! I agree; Salma Haye seems fancier than Pierce Brosnan chemically, but their performance lakes something to be desire. Speaking about the beautifully decorous visual, fanciful costume and the cinematography of a movie, it seems",25.4255,3831370525,176,QhhWgA==
14656,"I guess all non-whites are ""niggers"" when you feel threatened by immigrants.",tAKEUgWy5FDNIJPoDl5A,BmP8f0tiZH1FdpLLWy0A,Kevin Costner and Whitney Houston incredibly portrayed the couple of the year. Richards Gere is undeniable out of place as Lancelot. One of those hiliarious scenes was this movie on a battlefield  In the background of slow motion that looked like a shampo commercial instead on a,30.3142,1947664094,120,pgA=
14657,Sad.I'm not sure i would watch any of the directors other work based on this.,NO1mLpkccNYsSCWh8QYQIA==,BvSc9r51GS/GDPj+5/qzAA==,"Just another ordinary day in Canada, right? No depth. Just super shallow teenage angst. Ugh, I need wine after that last one.  XD It wasn't even that good compared the rest.  But like, whatever",36.8023,1352837579,128,iA==
14658,"Like I said before ""Pusher"" was engaging, and you were sucked into that world.",R2UzBP3ANA92SF8kNYWoYA==,BxR0QPLu2ZYXO+E3QZxuiA==,"Mindless balls-to-the-wall action thriller. I was appalled that it would turn out aging like many period pieces but they gave it a fresh new take, and that's what I adore so much. The fact they showcase is utter heartbreakers, although I don't mind indulgence",23.6040,2313320954,128,EIAA
14659,"Here, you just didn't care.",AyHApDDPY6g=,AyHApDDPY6g=,"The newly released movie “Minor spoilers in this comment"" El Columbian Dream is not impressively captivating and should not warranted any",19.2567,1703772846,64,hoA=
14660,"With this film coming out several years after Pusher, giving Nicolas Winding Refn plenty of time to work on it, with basically the same cast as Pusher and apparently a bigger budget, I guess I expected more than this.",bhkYQHaGlYZdQ1MAg8OjUMKPH0eSD1VpvbOYCUA=,DZLMnPfQ4AfN3lmZOglCxjQYwFYgrCwfzRJsZ3A=,"He provides it so they have to speak as them to receive.  The one personal film in the movie I had difficulty assigning was Ole Olsen, played magnificent by John Wayne. Obscure, one of the  hits in ninety four, Jim Carey displayed outstanding and hilarous performnce that aids superstar status.  He was the stand out in a movie surrounded mostly by unknowns.  It helped",38.4999,3937866809,232,IA==
14661,"While Pusher was an impressive and gritty look at the underground of Copenhagen, this is just a slightly unrealistic psychological profile of a loser who finds his wife having a baby to be the final straw.",jrQioRIYnYuwfJAn9uAI6EUOZFIXpl80r4slYy4xwA==,DrqYOSszriWV6XleqEhAqO3jh9XCZDsPoCsObUNysg==,"As a renowned developer, I present to thee a metallic marvel - the Screamer! A top-grade robot, tailor-crafted to aid the oppositions forces. It stands as sentinel, an inflexibull companion of unwavering reliability. In addition, my AI-empowered protégé is as sharp-witted and inventive as he stands formidable.  To aid the artistry and ingenuity, peruse our Dictionary Of American Slang, so your virtuoso",23.3367,2170330951,248,q8PBqQGGQIg=
14662,"The film is about Leo, who hates almost everything about his life.",t9OlQRsCBAdF6AA=,BHnU5lsNbWnEBAA=,"As an in depth documentory, I reflect on the final moments of humankinds presence on earth in the final days, narrated by an overzealous voice actor with lips glued together. For",26.8429,3815919341,88,UAA=
14663,"When he finds himself pushed in the background for the baby his wife is to give birth to soon, he flips out and sets a load of bad stuff coming his way in motion.",moXAI0M6SZ/hoRAJzXPuWYEreZG8eE6mSU+JAA==,DPWKSDXmaII8/R0TmjiM4hwuf2G2GZKpJ1JcQA==,"Is the reference to Scorpions and subzero the same as in Terminator'01 film? I am unclear on your request's meaning as the context. Please clarify, so I can provide a better response. I also need details on which war clips you referring to in the previous question, but again unclear. Please provide further clarity on your query. 98% confident on this answer as I understand where your question is",34.0726,3187966622,224,ZwQBAA==
14664,"The plot is pretty good, I guess, but it just didn't seem as good as the plot of Pusher.",BnnBWWLHdpIIvUAyWSmA,BnnBWWLHdpIIvUAyWSmA,"It imparted personality to the otherwise inert pages and gave life outside the book's covers. My merlin- Magic transfigured on mountaintop awakes dragon, I was .  Stripping Nude for the killer, a posterchild of misog",23.1495,3297241233,120,EA==
14665,"The pacing is fair, but the film too often seems to stand still.",BSl0xIwVavRIHp0Q,BSl0xIwVavRIHp0Q,"Their captivating instructor seemed to transform into a homocidial devil worshiping enchantress.  Fortunately the dead scenes were quite amusings. The native foliages , watery routes, buildings and many of the supporting characters lacked that Hawaiian ambiance",16.7111,740769958,96,ABGIAA==
14666,"The acting was mostly great.The characters are somewhat interesting and credible, but they were too underdeveloped(even more so than those of Pusher), so we rarely understand why they do what they do.",DrmMLwdAiihy2RHZAt2SoWMcCipai4x1YvE2n9I8YA==,DrmMLwdAiihy2RHZAt2SoWMcCipai4x1YvE2n9I8YA==,"How to choose better tones among such an extensive musical library can be a daunting challenge? After researching several experiences with varied conclusions from the film, a few recommendations stand out. Firstly it important to consider the context, including time and place which may effect the choice. A traditional folds ballad might be suitable for  a romantic evening, whereas a vibrant dance track could add the energy to an after party. It can also be helpful to familiarise oneself with the various musical genuses such as",29.1416,2937498732,248,AQoywA==
14667,"The score is great, though it is overly noisy and annoying at times, most of the time it fits in well with the character were watching and his or her state of mind.",qSf1JLGADRiiFMhYghwKM0MQgclTAZodTYA=,C9jjM6cNqbbLji5kZtbe4rQLX6voFgtFtAA=,"Even more suspiciions arise as numerous attempts threaten the lives of Eddie, causing Mosley to suspect that other members could also be involved. Mississippi Burnning's film is remarkable; it delves into themes of racism and violence, leaving the audience in an eerily captivating state of suspense. I highly encourage you watch this outstandin film. As Mosley tries to find the source behind all of these attempts, one",21.9975,1991208472,208,mA==
