sentence_id,plaintext,enc_bits,enc_bits_wo_ef
12405,"The only flaw for me was the presence of a quirky UFO nut, but that's minor.And please watch the original version with subs and not some gruesome dubbed version.",DskAIgNn19SMXubhthQ4SyoapS022jEAPT2EbDHJKAA=,DskAIgNn19SMXubhthQ4SyoapS022jEAPT2EbDHJKAA=
12406,I never understood the appeal of a dub.,A1PwQsgI5aIA,A1PwQsgI5aIA
12407,"I was slightly disappointed with this Cannes winner, which has many good elements, but not a thoroughly convincing total.",iFum/ih4KxleBGXoqmWiQxY4gA==,CFP1CyNbcGk3M1a+FHHTkIa+AA==
12408,"A rather unexciting public official, Yamashita, receives anonymous letters about his wife's adultery.",HChmok0d4mFUDC2sIK0kEbGW,CDBEw4npQ75n98k3wMnH4SEa
12409,Finding her in the act one night he stabs her to death.,ZLbewgkHwynBmFWGgA==,BZ73hQ5Ie5gp15dwUA==
12410,"8 years later he is trying to begin a new life, with his prison pal, an eel, as company.",CVI8E2Brn9dJvxKACtgBBzDk1fEA,CVI8E2Brn9dJvxKACtgBBzDk1fEA
12411,"He opens a barber shop on a desolate river shore and tries to mind his own business, interacting only reluctantly with the locals.",CJTcLTighkayGQQ1BdKcmGG6kA==,CJTcLTighkayGQQ1BdKcmGG6kA==
12412,"A woman he saves from suicide, Keiko, enters his life and tries to break down his barricades.",1CrkG3o+ElIppzoW8ggqY1g=,B7B0IwLKX2+tRiOcylP61bI=
12413,"There are many funny and touching scenes, as when Keiko tries stubbornly to provide Yamashita with a lunch bag against his will, and the many nightly fishing trips, where our hero releases the fish as soon as they are caught, are also unforgettable.",bZDm2ScDwMyAEmcNhOLkDMwRcKgA65GtovhKWDEaTSA=,DvolSiTn1yiInmCuS5HMwzwpBYeHViPlL2kx/8KeQCA=
12414,"The movie gains intensity because of the challenge Keiko presents to Yamashita's crumbled self, and some of his scenes of self-questioning are rewarding, but in the end I think movie is too sloppy and inconsequent.",WBzuQXU0GDjZvkS0B4OyEopOrJC4tUECHNuzmFykzbA=,DxkmH6Pmd1rC+8SRFEa3alblYQ/SBh/8KjHBAG4lJJA=
12415,The farcical climax falls flat - what I like best are the calm scenes around the barber shop and by the river where the story comes to a halt.,eBiyKZKDZAzngtR9uxdMgWhtVElv5x3PQQg=,DBjzzpVXgYsfXOKhx1uxcKz3CWS8qDsT8ng=
12416,8/10 ************SPOILER!!!!**************** At some point Yamashita realises with a shock that perhaps there was no letter about his wife's adultery.,GXsiApUSG1gAEoJ8U7G1H0jQFSD/G5Py2f1SSEbKgA==,DlI8Axnj7ZAAHPxXnSEmFY9gGcCqEuKjbqmccHtzAA==
12417,"He imagined it.Which makes me wonder: did he imagine the adultery as well, and killed his wife only because of his frustrations with himself?",PG0fzpIbgbGghE0RCJQeAX4lQRknrgYA,CvTd9rAXMk2qYG1NWUq6q3ZSzUGukAVA
12418,"His wife's sensuality, as well as Keiko's, is deeply contrasted with Yamashita's lack of warmth and inability to connect.",H2srDYSkjLgpEAIFyA8w7JjkJuXvMwA=,Ck3N9vjHCNAx4AP5cAogtxC4O0a13QA=
12419,His tormentor claims that he was unable to fulfill his marital obligations.,JFq8MGgwPuiWM21g,BR3PwHVqmN9Hw47Q
12420,"If that is true, it could have driven him insane.",YwESkwTnQOCNAA==,A8KUo2a4KPBeAA==
12421,"And we never hear about the trial, the other man etc.",hZUxIStavo4iQVBkgA==,BZChgKvxT8HjovKWEA==
12422,I would compare this to Talk to Her and Heaven.,BOPCwdStA1c2hrBA,BOPCwdStA1c2hrBA
12423,The protagonist commits a terrible crime but turns out to be a likable guy.,BRjgm4J3AltAAsBQ,BRjgm4J3AltAAsBQ
12424,The murder is over and done with quickly.,A/keVkC5JkFloA==,A/keVkC5JkFloA==
12425,"After that, I laughed a lot.This is more of a romantic comedy than a drama.",9sC4EAcEFxk0A/ZC0A==,BaDhuOU++atXqVrK4A==
12426,"The characters are somewhat over the top, especially Keiko's mother.",BRiIqKIEoA0OYADA,BRiIqKIEoA0OYADA
12427,The weird thing is the chaste romance story.,VhMAhk9UNoBlroA=,BFh4jL5/2WkrjAA=
12428,The lack of PDAs and kissing in a movie with sex and nudity is disorienting.,B3kHTX3jFNmmwkgMgRCKwqA=,B3kHTX3jFNmmwkgMgRCKwqA=
12429,"High contrast between a reserved, traditional Japanese culture and frank subject matter.",R1hZQnH8GJhMmiWpFhliNA==,Byr2IHaVTF2VxkGyNU25rA==
12430,Not for kids.Beaultifully shot.The director is world famous for good reason.,XYIUGyt4jKB6GeMABCN0mSMMAFzA,CZpD0MG0TABWhtDw90k0VIqiIkxA
12431,"Some parts are terrible and stupid, but many are fascinating.",JUj8GM9qBHQAEAA=,BF8wHwx3+sVVQAA=
12432,"I hated and liked it from time to time, and wanted to fast-forward, but I couldn't.",laeJRrkAQSwGrZYMXzyeAA==,BsPNtpiY5tEqHPjwmrJZAA==
12433,You have to endure it to see what I mean.,o9BJIgPIBLA=,AxYdyjbDkwA=
12434,"A few parts are unforgettable, and more than a few are quite forgettable.",pcmtqBCBYxBGXi3g,BPB+Xku1Y9xxaU2A
12435,"THE EEL borders on dark humour when a man, who after eight years in prison for the murder of his wife, is released from jail.",HIuwP2WeM6blipG+0QPNCM4kMEA=,CPLf1bkUIsS5DOErYf12D3Q4IGA=
12436,He sets himself up in a barber shop by the river and trouble comes knocking on his door and he can not seem to get away from it.,CHTTGSQhsjGEQEbaD5yBvQXWwA==,CHTTGSQhsjGEQEbaD5yBvQXWwA==
12437,"Simple, yet effective, a very mature piece of work and pleasing overall.",RbADeIFr9HIRpC+FkcA=,Be7toqvWnaiYJks2/gA=
12438,In the majority of movies I am most attached to the relations between characters and the evolution of this process.,pkAsMnzlapaDrDgQmsASNWg=,B60i4C8B3DHNQog3f4BoU9g=
12439,'The eel' for that part is quite interesting as it focuses on a male protagonist with a dark past and a female counterpart equally in troubles.I was moved by the convincing performance by the two main characters.,egMVkVM4NVCVQZObc1c1wdyCEXHYB/Eg3oZiiBsOWQA=,Dw2SyzGVukKdfCZwukbpyPo5IOnd2dBg0RRHi50UYeA=
12440,"Besides them there are are only few, some really odd, other persons acting in the story.As others mentioned before in most parts of the movie the pacing is slow as it can get.",ehHTmuQDWh2AFGawUSLZHHqV9AcKcaG1cRJxMrMMRLg=,DxYse+3vGAtLVQDokSKXBUKdk5cYUSBPhh1U/xWf+Rg=
12441,"This is not unusual for cinema from Asia and I am really comfortable with it, regarding this as some kind of watching meditation experience.The shooting is at times beautiful and stunning - the violent scene at the beginning or the colorful, vivid, surrealistic looking field of flowers the man finds the woman.Disliking programmed happy endings of romantic Hollywood movies I enjoyed the unfolding narration of 'The eel' having no clue what is going to happen next and in the end.Without the one situation which I found weak (one reviewer stated it as slapstick - the 2nd struggle in the barber's shop), there are numerous magical and disturbing moments in this movie.I fully recommend viewing Shohei Imamura's little gem.",bd7DOYRpuYJJuJj2khwnArKmq4/DPGfAJCUS5UDg8A==,DqfUI8a1YoBbjTP4zlV7uaeoqcX2BXtLZkocQFCIRA==
12442,I might have given it a higher rating had the film admitted its own hollowness.,BjPeSX6dHALA9EgSAqA=,BjPeSX6dHALA9EgSAqA=
12443,When this film tried to dress itself as something deep things start to get worse.,JuzggH3D02YrVwfGC2WSCA==,ByWAqs5WQ4fcRqz4CS4X9A==
12444,"All the life philosophies preached by it via 'the reel' is nothing more than mere commonsense, and far-stretching to the theme story, to say the least.During the viewing I wished that the director had bothered to show us what exactly the main character spoke to his eel when they two communicate, because the eel seems the only connect he had and mean a lot to him.",GJ5YaX9UNi7RMZpA4XhE/g0ncNhgXiEkmAa4TnqlJ5g=,DxRvsapn28th3ux/Qa+HVAnFoJBAa8HHEATQdFM5xRA=
12445,"Then we might be able to understand the main character a bit better, and understand the tie between him and his eel better.",CMCQ4Vhfy9j7hNZdMnBFgRZ9aAA=,CMCQ4Vhfy9j7hNZdMnBFgRZ9aAA=
12446,"However, the one and only time we see this is: the main character crouched by the side of the glass tank and asked the eel with a tender voice, with his face full of concern and with the presence of a neighbour, ""Do you like it here?""",DwQ8Vag6dLI/xulECaK7OKbcBCSE9cKKcBQ8y8SWI1A=,DwQ8Vag6dLI/xulECaK7OKbcBCSE9cKKcBQ8y8SWI1A=
12447,The whole scene is so absurd and out of place that it hurts.What bothered me most is the attitude of the main character towards his crime.,COlX6MpWHIERVQYLwAI05Dh+5kA=,COlX6MpWHIERVQYLwAI05Dh+5kA=
12448,It is so important that it forms the foundation of the entire film.,BENTyTJA1sCRWwA=,BENTyTJA1sCRWwA=
12449,Therefore a weak and blurred conception will undermine everything.,RcLQHTle1D2ZBrYxAA==,BZtmepBbYhxcyhdFUA==
12450,"But again the director hauled us a muddled mess.Now it is left to ourselves, we seemingly have two options to work with.",TIDto9oUN/NU+wMn0BxWNr3hYCPJbgGAkiAA,DESn3jmM+HQVoRIHqrckcaeY7s86wiO7ICIA
12451,"First, he repented his murder.Then what we see basically from the film is how a man's murdering of a woman is redeemed by accidentally saving another woman's life.",DJMp2WE72SijYSOOj69tIOwQqCUabRzDjlpA,DJMp2WE72SijYSOOj69tIOwQqCUabRzDjlpA
12452,"Due to the fact that everything about the saved woman happened totally independent of the main character (Not much happened in the film actually, mind you), and no sacrifice or endeavour of any form is required from him, the redemption seems cheap and convenient to the viewer.Then if we come to the second conclusion that he never repented, we are then facing a more intimidating mentality.",DxSVLhqk+JRNhVqqvh0yfg6E2IegU8cIUshgW0lQHeg=,DxSVLhqk+JRNhVqqvh0yfg6E2IegU8cIUshgW0lQHeg=
12453,Why does the main character deserve the 'happiness' by the end of the film?,tjYgolU/EZEqlkGBwA==,BX/mg67ZPhUaNa1ggA==
12454,Had the main character really killed his wife out of hallucination?,BaUZEeeLKYpg/MGFIA==,BaUZEeeLKYpg/MGFIA==
12455,Is the director hinting on the impending of another tragedy?,hZtCim8IELyCwU98qA==,BZ7cVjkxIZ0f3pHtQA==
12456,The undertone of the film will then be entirely altered.,hRwz/qbAogDggqxQ,BRkq1HKyEBDwct6I
12457,"But the ending of the film, where the saved woman watches smilingly and peacefully the car driving away in the warm dusk after handing over the lunch bag, is blatant enough to overthrow this consumption.",ehLRZ+Rr1hABClHldJDWma1StpEPHKDlobA5lm3NOSA=,DxSteW8xDBQVmuP0OuJfivEK5z62JNRDMlp/InlS90A=
12458,"On the other hand, if it is the conviction of the director that the merciless crime committed by the main character is forgivable after only 8 years prison, he does not give enough clue to justify it.",TsGgkZCECHZEn44yoI/A2UilQc+Dm+OopJS9SbcY,DiOZAYgETL2dSz3sZuHdCdX67zxH5bgqBNkvsp70
12459,We never get a chance to hear the murdered wife's self-dependence in front of the appending kitchen knife.,idUmNr+iQQAaKzgwOo8TqkSbjl2HgA==,Cdz6zHPRkJCKoZmpkxwPpeF69KkugA==
12460,"From the very little information we get about the murdered wife, she seems, if not faithful (that is, if the adultery DID happen), at least a caring and competent housewife and there hasn't been any serious confliction between her and the main character.If the stoic personality of the main character, though forgettable and one dimensional, can manage to make sense, all other characters in the film verge from bizarreness to insanity.",LUCibREt6wfCYN1vCu0Dz1RqiEW6sUgygqo8sojRCKA=,Dv99JBQk3AZXgORz9yQDDEUiCvtiPvVoqIgwl18UCiA=
12461,"Many, especially the mad mother, should be left out for good.",p4KIrCHbR0kkozUhjdA=,BgQOK1UcGu7BvYZS9hA=
12462,No one can simply stands for logic.,BLJxRGIlIVR8U24=,BLJxRGIlIVR8U24=
12463,"For example, the saved woman.What caused the transformation from her being desperate and suicidal before to suddenly optimistic and strong in action after?",WoDNYSzgSNFA0cguESwEFOJdcxw/bwnIcNI=,DDy9mEx4D5gAl/DHmEzLUmXK8sRsgixLEYQ=
12464,"How come she, as a daughter of a rich family, has experience of working in a barbershop?",9cGmtb+ItIjFFRtLBDVSoA==,ByFyzhKC/E5b0c0/SxCw4A==
12465,"And most importantly, what aroused her affection towards the main character, besides the fact that he spotted her body and called the police, therefore indirectly saved her life?",OObNnoiQsfE4jcI7G01AmVwi4WpHlCINGcYA,DFChRZWA535Ax1ZCvThmvhMDq2n74DALJ1AA
12466,"If the binding up of the cut finger can be looked upon as a sort of set up for this plot development, then it comes as abrupt and trite as all other plot developments in this film.",jgyUUCKoOkjAIFiLAx7A3iRLs4Mj/iHlt6O17wTA,DgKWxuRMdj7+3oYNDhDQDiph0lFyjK1I/1zpBgLA
12467,The concern from the distant main character over that cut finger feels sudden and out of nowhere.,Kw4u58cxqOigjpiI04AmgCjFWUUA,CVgnLPlrdYoqDeCg6f/SACD7tFEA
12468,"Did the director forget that his character is determined to shut himself in and keep distance from everyone else, especially woman?All puzzles, no satisfactory answers given...... Maybe the biggest puzzle is how on earth did this garbage win in Cannes that year?",DzTAIRE/oIrWnQetKIosZWpIyFnojTU4zt+QDDosvto=,DzTAIRE/oIrWnQetKIosZWpIyFnojTU4zt+QDDosvto=
12469,This is not a satisfactory film.,wq0GchBDEA==,AofUkuXVwA==
12470,"This film failed in almost every aspect, like most of other contemporary Japanese films.",RYrQHbOkkmfFcncGTAA=,Bdeqtt5Am9pjRhZgSIA=
12471,This was a very engaging film about a guy who murders his cheating wife and then is released from prison 8 years later.,RxHhqQCzAl8nHrjn6C2siAA=,B2eYK7sDMUue8aLLXfKExEA=
12472,You really find yourself rooting for him--especially when he meets and saves the life of a lady.,NNJEsVsKGFI1yKVAxUmjAA==,BtYGgegP6tZLla0zng2oAA==
12473,"You really want them to get together,...the problem is, he is SO afraid to open up to people that he distances himself from her and chooses to confide more in his pet eel.",DfYGgWQcIiwZHRCGBPADsMiuILwbs0gqmgasWH1A,DfYGgWQcIiwZHRCGBPADsMiuILwbs0gqmgasWH1A
12474,"It seems that if he does connect to someone on a deeper level, he's afraid he might kill again--though he is clearly a decent person who snapped one time in his life and only after being pushed.",bY4nEAg+xEO5ES3BC0A+djCScgJsNoo1x7gmz2J+5oA=,DuNNmZOi14TThuBRGIi5Uu5YtjTD+NBo3oin22GA38A=
12475,It's a great character study and the acting and direction are marvelous--with a few lapses here and there.,Joe5ALgB1LVjd6fNEAmIAAA=,B1NhVcqrEJEpOdMOv/SgAAA=
12476,"What didn't I like?Well, it isn't so much the acting that's the problem, but the script.",BrEhkR6xW2CdNVWjwCN2,BrEhkR6xW2CdNVWjwCN2
12477,"Repeatedly, flashbacks and psychotic-like hallucinations occur.",VoQj4QMgCJNXpZI=,BLMNmHpmaYXGrCA=
12478,They tend to muddle the basic message and confuse the plot.,xL7GCQZA1ntJXZVA,BPUunLi4Y6SebNJg
12479,"Without these and without the LARGE amounts of blood in the murder scene, this would have gotten a rating of 9 or even 10.",iVeyuOuEMhzBoYa7nyYBCRAR5DqA,CV7sVL87CRXUdfNI1/Hw+en4HCaA
12480,Synchronicity of form with the content has been an undeniable goal of art since it's conception.,5juFQKAMnshsVhJEjy28gMI=,B7VjpeuqUtAlk7NGH6DMAD4=
12481,"In film, that is where real magic starts and there is no master of medium that hasn't mastered this essence.",iRQtzOh8iMDTpJrhGWgkaWKn+Jg=,CR0w/BRo4CDzV80sNV15EHLVLbA=
12482,"That is visible here as well.Unfortunately, content, if we mean intriguing story, never made it in.",fA/EA1VjtQyBtUox3xwMYcJoFQUwAA==,CgIkJtkLZO4vQK+GtiQuf1wAH5gwMA==
12483,"What we have is a sorry collection of characters unable to think, act or express themselves - (shall I be guessing) oppressed by their culture?",3pg56AfBchtEAImJQkgjwgtuWDo+n0ISHA==,C6En+iLTmwDEgDqeoSmfglLte8OSZ0m6nA==
12484,"And this is where synchronicity starts: because all the form is just equally inept, unable, clumsy, luke warm, unwilling, closed-off, just as the world it portrays.",rPB18UlEAUxeCgYxHy86XRDwR6apQ1WtLwSwLdgOMS4=,DzChNWuROp+Hj4hJBSO+pU8l3A4vLJfmlW9Qi5Rm8tQ=
12485,Credits to the master whose work in its success leaves me nauseated.,1OAiMlR1aXUtinwjSUETiA==,BzQ41ZkJs7XmKXSXIg7e0A==
12486,"Shame to the west, whose taste is ignorant to all above, unbearably fake ingredients, cheesy pathos of music - final signature of the Imamura's baton.",u8frsCABZFtCiJ+GM8cELPsWio2PmPIfSo2CoDrbCgA=,DsZRSOJJKVikqLnpwW8PNiHCMvXOJA2F7LIbfT6w2QA=
12487,Not to mention insulting ethics that disturb even a sworn anti-feminist.,lIvswIYNIax4USYl4s6kUA==,BwpCwjnP8TlpCMz1tsIFkA==
12488,Thank you very much.,MaMEEYA=,AWTKskA=
12489,"I HATED this movie.It opens with an incredibly gruesome murder scene, then goes on to imply that it's really not so bad to kill someone, as long as you ""have a reason"".",PBCmT4+I/wvrIFl0iWU8OYVZQBZmQgQ=,CrPJ9zvzuz3Cmet5WFKKjZ4UqrY2AzQ=
12490,"Oh, and everyone will forgive you for it afterward, even if you don't show any remorse.The characters' motivations are weak: an entire village falls in love with the hero, although he hardly says two words the entire film.",DxthKBZuNMDIJUQTDJhFLPvsWdCB+p6VcC1Xoym9iVA=,DxthKBZuNMDIJUQTDJhFLPvsWdCB+p6VcC1Xoym9iVA=
12491,The main female character inexplicably prefers washing old men's hair and making her boss' lunch to being a successful businesswoman in the city.,PFg1SZphPIXFUpmBS8E2kEr2XTQ0Qd2A,Ctm0pyUBuVIHg+v+Ds16f5bjR9MfmLiA
12492,And why is it that the murderer has so little trouble dealing with his own crime?,ZLvDmBpyUpQCVkiT0A==,BZCj3cEv6djaGcN0UA==
12493,Could it be because he's a psychopath?,YlGB04AhOAA=,AscmgeHIvgA=
12494,"Probably, but we never find out for sure, because the filmmaker never goes beneath the surface to explore anything.",B0MhN3DP1IhUSTtZUFLCrAA=,B0MhN3DP1IhUSTtZUFLCrAA=
12495,"Instead, he constantly changes tone, going from a Bill Forsyth sort of whimsy to inferior attempts at Hitchcockian suspense.Some of the acting is good, but the star of the much better ""Shall We Dance"" gives a wooden performance here.Some of my problems with the movie may have come from cultural differences.",DyGTiOoqjPbEgboyNmZxv3oLhfpLZACYZJcFsQ4o6wg=,DyGTiOoqjPbEgboyNmZxv3oLhfpLZACYZJcFsQ4o6wg=
12496,"The murderer gets only 2 years in prison, according to the subtitles--could that be because the courts of Japan would consider his crime ""justified""?",CzkBPPhLoTUHeUXiJ1AIwgifB9dJ6CNi,CzkBPPhLoTUHeUXiJ1AIwgifB9dJ6CNi
12497,"(note--someone snarkily emailed me that it's actually 8 years; I'm not going to watch the movie again to check that fact, but 8 years still doesn't seem like much to me for murder.)",mZ0JopvQM+KBTK2wpA0iGWFHOupYK+X0KOcHcB7xU0A=,DucWKsenhTnHsIZZYWirRQSBUh5xvPpdktctcpnHpcA=
12498,"The director made some heavyhanded comments about the murderer's sufferings in prison, but I thought the killer got off lightly.",CZmMuj8444EJEjFRoKRcNhcQiYEg,CZmMuj8444EJEjFRoKRcNhcQiYEg
12499,"Also, I didn't understand the ending of the film--I was hoping it would say something to indicate that the director didn't really support the murder at the beginning, but instead it seemed to me to draw parallels between the victim and the murderer that I didn't think were appropriate.This movie makes me feel angry every time I think of it.",T8ikRtu9SGSMDzpRkKxNy06Lhjp3uL5uI/lEpUJsICI=,DzsVF6GnO9kd0hvvZsBJXqTH+aBws4YOzwnZNiBqiKg=
12500,I'm planning to avoid any other films by the same director.,RI/UIBIgoKcpPmQA,BMPqiJuZM57FaOoA
12501,"Excess Baggage was a joy.Alicia Silverstone is gorgeous, bratty, and fun.",iQukWJ5pLIZVHSiEa9CnXLi6AZA=,CQKm/mAJJaP268NHLPxbB78FBJA=
12502,Benicio del Toro is frumpy and totally unlike any other leading man ever.,dDA4OYNwJRIyudkRE2Q=,Bi4KL22lkgkix/Jr8SQ=
12503,"Unfortunately, this film seems to have been misunderstood in a big way, by the audience, by reviewers, and by the people I saw it with.",B/CsEWi2oaDfghRXGmURJgwA,B/CsEWi2oaDfghRXGmURJgwA
12504,"But, it's worth another look.",4hCIF4JpiA==,ApSohsp1IA==
12505,"This was much better than what I expected.Since it had such poor reviews,I rented the video only to watch my new favorite actor, Benicio Del Toro .I was actually pleasantly surprised at how good he was in a romantic comedy.He should do these more often!",TjrhPgjG6JAIAlojh+BrpODpSt+HI1JBjdtYA5UekAA=,DteYtV0XkYiAAn38Q92wrgDnOUs0ZQJn8vQZmjZ5AAA=
12506,"He has proved himself in serious roles already, but I think he can be a very refreshing lead in romantic roles.",ajB/gHVBNOkoRGGrNcjhOT2U4A==,CLTUtNzNtGcFUCnoEKpzBHaHXg==
12507,Haven't we seen enough Hugh Grant movies yet?,A9IfjULLGhcAAA==,A9IfjULLGhcAAA==
12508,"I wont' go into details about the plot,which had an interesting start but looked like it wasn't sure where it was headed at the end.Then again, a movie starring Alicia Silverstone can't be expected to be so plot-conscious...If you're a fan of Benicio, you'll enjoy his unique debonaire charm in this movie.For once, he doesn't look that intense or sad, and we can really feel the tenderness behind his half-smile...I might not be such an objective viewer, but this movie is such a nice distraction from the Julia Roberts, Sandra Bullock romantic comedies...",WDkIwg8qnhrgiCBDYCVqFkDz2Wv7P8dmGlZR5chHeuA=,DyPMR40dOGoe4d2nw/nRCzObI4oNBSjImjgfTarXIVQ=
12509,Lots of dissing for both Alicia and Benicio but it seems disingenuous.,dS5GCMRSUkF0iT0tiAfiLbo=,B77b13EKcRDeE7ALR0NQaww=
12510,This is not a profound film but it IS a fun one.,5RMVkMXwRQIRAAA=,BFfUoyAvdG3hLYA=
12511,"Nice photography, a plot that has a good rhythm and tempo, engaging characters that are well acted and clever film devices (for one, the conflict regarding her smoking that set up the plot complication in the first place).",zhQCSeYCK8CFElG4C9eclJ2b0Svcfos3FyVKF+jii4A=,DvVMmDT6PYawxcRmTwyqUX4TEipzkxAXdkBo9v6aXaA=
12512,Walken is great as usual as a character both scary AND endearing.,B1Se4xMYC7ITkxfAdUjEEAA=,B1Se4xMYC7ITkxfAdUjEEAA=
12513,"Spark a blunt, open a beer and enjoy this silly but fun little flick.",CE/6DFq+IUThjqUGhMojalmMAA==,CE/6DFq+IUThjqUGhMojalmMAA==
12514,What are the requisites for a person to like a movie?,JSl5yiBRhxEQwA==,BCE099UUrBQVqA==
12515,"I can't tell, but I ask because a friend of mine told me she had watched a little bit of this film and then stopped because it was bad; and I found it truly entertaining, funny and charming.",DGPfFg8QHGrWlwciqICqC7PBXrCuE4CKJ2iA,DGPfFg8QHGrWlwciqICqC7PBXrCuE4CKJ2iA
12516,"I've said a lot of times that I love romantic comediesI still do, you know?",FCIk6lD68BVAQCSTYjtXC6gA,B8PHTGCsoBmAf8cdvC2aDTAA
12517,"""Excess Baggage"" is an unexpected little romantic comedy that finds amusement in the strangest places.",CBDWDDiPNRkjEN1zGJ3hGcQ4,CBDWDDiPNRkjEN1zGJ3hGcQ4
12518,"First off, the way the two leads meet.",FgK6CpoEUA0T0A==,BAMsDOwHn/YdYA==
12519,"She is faking a kidnapping an hides in the trunk of a car waiting to be found; he is a car thief and steals that car, takes it to his garage and discovers that someone is making noiseThis scene is fantastic because the thief acts like he doesn't understand, and when he discovers it is only a girl, he gets scared.The girl is Emily Hope: ""All I wanted in a father is a person who cared and valued his daughter"", she says at the beginning of the film.",DgQWuH9Ani7QJh54pISt99UxDEhG8W7GT3WSUdKQ,DgQWuH9Ani7QJh54pISt99UxDEhG8W7GT3WSUdKQ
12520,She is portrayed by Alicia Silverstone as a grown person who hasn't really grown up and does mischief to get her millionaire father angry; because she knows he can spend any amount of money to find her anywhere.,e5ODL+SwCDELFHp0gPJFPgnjjmKtMZqwBwIYwrEDAA==,DlQWrrhQXHX7ZSJsrCdA4ez+t+QftuEJDY6aOdBSgA==
12521,"Her perception is right, and Silverstone's ability of going crazy helps the development of her character.",vp3SpVGA80GQNtSjKdsABSNEJhsA,CU4BBofSBZ1IMi0vu8pTzZoFzEIA
12522,"I'd like to add that Silverstone's had a short career and she was discovered because of Aerosmith (she looked nice in that video); but she's got it.But the best development is the relationship between Emily and the thief; they start with the wrong foot because neither of them understands how they ended up in the situation they're living, but soon they have to deal with the fact that they look good together and that probably each of them is the part that's missing in the other one.",WAoNVOOqJ+8algHOAmjphpLGQSogWb2Hy5J0gyEvGkA=,DwPKy/0d5PpIYiNAA4gyJovH/i7SuoEUMfxhEw7YatA=
12523,Old question: Can two people fall in love after two days of being together?,JBxNOURIjKBQOCeaAA==,BU+kNFBfWirqn9NIAA==
12524,"This movie makes it believable.Congratulations to Max D. Adams, the only story he ever created, he did it a perfect job.",uLHJlpmTzbUAtYiligE9jRAnJCaXg9tyQ0Q=,DCezr7ugMnlKmPKgyVFwLlGZrM8tSTju7CQ=
12525,In stories like these is very flexible to keep a loyal viewer engaged with the plot line.,pixoAJZGiZHOmvY3giQoFVCA,B90C/boX410FsoqzTjS+BbqA
12526,"Adams, alongside Dick Clement and Ian La Frenais (""Goal!"")",Zt+A85FkcI1YjgGlGIDiiEA=,B28PwLWI5EpE6Wik+lqAqsA=
12527,present the girl-father relationship but are smart enough not to loose focus in what's going on with Emily and the thief.,Hv6BIAuCZgM4kOUD2RrcYsG1kktCM+9CgA==,C1T+P/L8RAIvH0YCkeyXvIEm442D3Up8gA==
12528,"They also put the lead male in a financial trouble bringing funny performances from Nicholas Turturro and Harry Connick Jr; and chose the best person to look out for Emily: Christopher Walken, who end up a step away of stealing the show: the thief does that.Who is the thief?",u8WcmEUxrQJCBNgE6MeHtRUJX1fnxOyMjqtKkX084AA=,DsUpPAjv5NSx4m6km8qb4/2W0mUHAfRnkQaQIs+6dgA=
12529,He is called Vincent and the actor who portrays him has done every type of film and played every type of character including one that lies among the best performances I've ever seen.,KantcgRgF6ExBs20ldk9KUhrgCUy+IrRgA==,C3Tbl/rVRivBUltvROFkIQrcqoQ9n12+AA==
12530,"As this movie went along, I was observing his performance carefully because it appeared similar to something I've seen before; but I couldn't discover it.",n0TaRokUqjKp5OiIaCm/XBsIjQJHMmA=,CnLhZZRzQJxS6lqq5Sv+aYR0goEE2IA=
12531,"Maybe it was a character he played, and that's why I'm convinced there's no one like Benicio Del Toro.",5hLCJpYoEe4qUDCkBljD1cg=,B5Z1OUabUw7zys9HyIk7qYA=
12532,"His performance here finds him always beaten down, but still being able of finding the charm his character requires.",iRTReguDm2oelFVw1G8GlyZIaMg=,CR3Mtr0+pc/RRRBgtNvdSmwkTIA=
12533,"""What a view"", he says, and only he says it.The director of the film, Marco Brambilla, showed Stallone the way in ""Demolition Man"", was in charge of this and then of the marvelous miniseries ""Dinotopia"".",DzDY9IwVCADPehGkBIhOQaY4yuLvdclZZxeiksN+rag=,DzDY9IwVCADPehGkBIhOQaY4yuLvdclZZxeiksN+rag=
12534,"He gives ""Excess Baggage"" the kind of eye it requires; comprehensive and caring.",P48V3eKKsgSAwYSQJJDFnyghugA=,CMTSEjDD1mDMZzWANYCtiD/NvAA=
12535,"He sees the chemistry between the leads and takes advantage of it in the best way possible.I'm a fan of both of the leadsAnd by the way, I stick to my beliefs about romantic comedies.",mZ8kPCIuhAig40z1ilr3w4BhYylgqShTcQSZfJGxIwA=,DuTc9Mj8BAs0dgFYVDid4OChHNKSXGwOUFdG7g8u7MA=
12536,"I rented this movie thinking that everybody had been too hard on poor Alicia, who had been wonderful in Clueless and sexy in many an Aerosmith video.",W1wBKYNwc2JbjQoI9ULGsSqEg7N86BkABiRDxAA=,DUPCEAJ4IEfsNVmWOiFt/i4Za5vp0sIiJl2nCAA=
12537,"I was wrong.It might have been due in part to the non-existent script, but Alicia showed no screen presence at all.",XTwsUo0dkSW0C1mclwmOEMQx6NkA,CUP3Eitc0wm8MXl/FLqh/3DTiBAA
12538,"Instead, she smoked and drank during the entire flick (is this the moviemakers' attempt to appeal to the teenage crowd this movie is aimed at??).",DBGTkOVQzCt86GSldgkBeBMNGsg1z+sIR9A=,DBGTkOVQzCt86GSldgkBeBMNGsg1z+sIR9A=
